,time,lat,lon,rh_anoms
367538,2017-05-16T24:00:00Z,32.5,-77.5,-0.498008
367539,2017-05-16T24:00:00Z,32.5,-62.5,-0.545
367540,2017-05-16T24:00:00Z,32.5,-17.5,0.1071746
367541,2017-05-16T24:00:00Z,32.5,-7.5,-0.9607812
367542,2017-05-16T24:00:00Z,32.5,-2.5,-3.622514
367543,2017-05-16T24:00:00Z,32.5,2.5,-5.1763854
367544,2017-05-16T24:00:00Z,32.5,7.5,-1.2585593
367545,2017-05-16T24:00:00Z,32.5,12.5,0.49775028
367546,2017-05-16T24:00:00Z,32.5,17.5,-1.4728
367547,2017-05-16T24:00:00Z,32.5,27.5,-4.351941
367548,2017-05-16T24:00:00Z,32.5,32.5,-0.09133078
367549,2017-05-16T24:00:00Z,32.5,37.5,-3.4980998
367550,2017-05-16T24:00:00Z,32.5,47.5,-2.5836537
367551,2017-05-16T24:00:00Z,32.5,52.5,0.20063177
367552,2017-05-16T24:00:00Z,32.5,57.5,-1.4378277
367553,2017-05-16T24:00:00Z,32.5,62.5,-0.6095833
367554,2017-05-16T24:00:00Z,32.5,67.5,0.75545454
367555,2017-05-16T24:00:00Z,32.5,72.5,-1.3404336
367556,2017-05-16T24:00:00Z,32.5,77.5,2.1970716
367557,2017-05-16T24:00:00Z,32.5,82.5,14.401334
367558,2017-05-16T24:00:00Z,32.5,87.5,7.3083334
367559,2017-05-16T24:00:00Z,32.5,92.5,1.0696667
367560,2017-05-16T24:00:00Z,32.5,97.5,-2.5962846
367561,2017-05-16T24:00:00Z,32.5,102.5,-1.0645279
367562,2017-05-16T24:00:00Z,32.5,107.5,-2.0734334
367563,2017-05-16T24:00:00Z,32.5,112.5,-4.850792
367564,2017-05-16T24:00:00Z,32.5,117.5,-3.0222123
367565,2017-05-16T24:00:00Z,32.5,122.5,-2.8726957
367566,2017-05-16T24:00:00Z,32.5,127.5,-3.040972
367567,2017-05-16T24:00:00Z,32.5,132.5,-1.3159544
367568,2017-05-16T24:00:00Z,32.5,137.5,-1.1836207
367569,2017-05-16T24:00:00Z,37.5,-122.5,-0.56237906
367570,2017-05-16T24:00:00Z,37.5,-117.5,-0.44444814
367571,2017-05-16T24:00:00Z,37.5,-112.5,1.6540011
