,date,lat,lon,parameters,rfh_avg,vim_avg
0,2018-06-14,6.47657000016715,2.63913999971109,null,60.893738961039,51.9983
1,2018-06-14,6.47657000016715,2.63913999971109,41,60.893738961039,51.9983
2,2018-06-14,6.47657000016715,2.63913999971109,36,60.893738961039,51.9983
3,2018-06-15,6.48287000035792,2.5939200003729,42,60.893738961039,51.9983
4,2018-07-02,6.48289000019924,2.6282900003858,null,56.1264662337662,53.8446
5,2018-07-06,6.53988999984095,2.64362000044096,7',56.1264662337662,53.8446
6,2018-08-13,6.48741000021147,2.62376000032555,null,49.2276701298701,55.2875
7,2018-08-17,9.33672999987147,2.64484999977911,3',59.527187012987,55.4393
8,2018-08-18,9.33672999987147,2.64484999977911,10,59.527187012987,55.4393
9,2018-08-18,9.32587999999528,2.64668000006519,10,59.527187012987,55.4393
10,2018-08-18,9.32490999983574,2.58658000003535,1',59.527187012987,55.4393
11,2018-08-18,9.32310999986149,2.59295000042743,4',59.527187012987,55.4393
12,2018-08-19,9.89093999962609,2.47551999956372,18,59.527187012987,55.4393
13,2018-08-19,9.35570999962169,2.63299000032536,18,59.527187012987,55.4393
14,2018-08-20,8.41274000011694,1.89364999963456,11,59.527187012987,55.4393
15,2018-08-20,9.31861999980692,2.62119000024775,18,59.527187012987,55.4393
16,2018-08-21,9.32587000004394,2.64303000043708,22,59.527187012987,55.4393
17,2018-08-21,8.41183999998771,1.89275000000928,19,59.527187012987,55.4393
18,2018-08-22,6.41656999981139,2.33897000017299,null,59.527187012987,55.4393
19,2018-08-22,8.40821999972208,1.892760000055,32,59.527187012987,55.4393
20,2018-08-23,9.32129000018972,2.58567000036431,4',59.527187012987,55.4393
21,2018-08-23,9.32129000018972,2.58567000036431,null,59.527187012987,55.4393
22,2018-08-25,9.3258100003299,2.58748999970638,null,59.527187012987,55.4393
23,2018-08-25,6.39488999978155,2.36973999988816,null,59.527187012987,55.4393
24,2018-08-26,9.31949000016244,2.59660000005558,null,59.527187012987,55.4393
25,2018-08-29,9.31948000002801,2.5874999997521,null,55.4485948051948,55.5117
26,2018-09-02,9.32403999969257,2.62300000044236,47,55.4485948051948,55.5117
27,2018-09-07,8.05943000015335,2.51082000023743,10,56.9985662337662,55.4647
28,2018-09-14,9.31858000005432,2.5874999997521,null,56.9985662337662,55.4647
29,2018-09-14,9.31858000005432,2.5874999997521,null,56.9985662337662,55.4647
30,2018-11-03,6.6396600000807,1.71271000021068,1',13.1407506493506,50.5687
31,2018-11-03,6.63966999997749,1.71452000040529,20,13.1407506493506,50.5687
32,2018-11-03,6.63875999961498,1.71180999968707,null,13.1407506493506,50.5687
33,2018-11-03,6.63786000018074,1.71361999988168,15,13.1407506493506,50.5687
34,2018-11-03,6.6396600000807,1.71271000021068,0',13.1407506493506,50.5687
35,2018-11-03,6.63875999961498,1.71180999968707,null,13.1407506493506,50.5687
36,2018-11-03,6.64417999963779,1.71088999997032,null,13.1407506493506,50.5687
37,2018-11-03,6.63966999997749,1.71452000040529,12,13.1407506493506,50.5687
38,2018-11-09,6.61433000027339,1.70916000014166,null,6.30159350649351,48.2879
39,2018-11-13,6.7338499997712,1.76222000030792,4',6.30159350649351,48.2879
40,2018-11-16,6.63253999971028,1.75795999968611,null,6.30159350649351,48.2879
41,2018-11-16,6.63253999971028,1.75795999968611,null,6.30159350649351,48.2879
42,2018-11-19,6.40672999966876,1.88418000033354,5',5.55767922077922,45.6838
43,2018-11-19,6.40672999966876,1.88418000033354,5',5.55767922077922,45.6838
44,2018-11-20,6.62789999967511,1.7100299996297,null,5.55767922077922,45.6838
45,2018-11-20,6.62789999967511,1.7100299996297,null,5.55767922077922,45.6838
46,2018-11-20,6.62789999967511,1.7100299996297,null,5.55767922077922,45.6838
47,2018-11-20,6.62789999967511,1.7100299996297,null,5.55767922077922,45.6838
48,2018-11-20,6.62789999967511,1.7100299996297,null,5.55767922077922,45.6838
49,2018-11-20,6.62789999967511,1.7100299996297,null,5.55767922077922,45.6838
50,2018-11-20,6.63333999970107,1.71453999959847,null,5.55767922077922,45.6838
51,2018-11-20,6.62789999967511,1.7100299996297,null,5.55767922077922,45.6838
52,2018-11-20,6.62789999967511,1.7100299996297,null,5.55767922077922,45.6838
53,2018-11-20,6.62789999967511,1.7100299996297,null,5.55767922077922,45.6838
54,2018-11-23,6.63436000032613,1.75975999983496,null,5.55767922077922,45.6838
55,2018-11-23,6.63253999971028,1.75795999968611,null,5.55767922077922,45.6838
56,2018-11-23,6.63253999971028,1.75795999968611,null,5.55767922077922,45.6838
57,2018-11-24,6.63424000025722,1.71273000030216,null,5.55767922077922,45.6838
58,2018-11-24,6.3928099996977,2.17715000017451,null,5.55767922077922,45.6838
59,2018-11-24,6.63424000025722,1.71273000030216,null,5.55767922077922,45.6838
60,2018-11-26,6.63424000025722,1.71544000012204,null,5.55767922077922,45.6838
61,2018-11-27,6.58620000011203,1.67306000030009,null,3.68948311688312,42.8846
62,2018-12-03,6.58620000011203,1.67306000030009,null,3.68948311688312,42.8846
63,2018-12-18,6.58620000011203,1.67306000030009,null,3.20778181818182,37.2871
64,2019-01-03,6.44641999990886,2.34616999987017,null,1.49958181818182,34.6449
65,2019-01-03,6.44641999990886,2.34616999987017,null,1.49958181818182,34.6449
66,2019-01-05,7.18313000039258,2.0580799998938,2',1.49958181818182,34.6449
67,2019-01-05,7.18313000039258,2.0580799998938,null,1.49958181818182,34.6449
68,2019-01-07,6.40661000044396,2.33717000002411,null,1.00666753246753,32.778
69,2019-01-11,6.39035000006121,2.35528000021937,4',1.00666753246753,32.778
70,2019-01-11,6.39035000006121,2.35528000021937,null,1.00666753246753,32.778
71,2019-01-14,7.17855999966035,2.03635000020765,4',1.00666753246753,32.778
72,2019-01-14,7.18224000020614,2.06712999996857,2',1.00666753246753,32.778
73,2019-01-14,7.17855999966035,2.03363000034205,3',1.00666753246753,32.778
74,2019-01-15,6.41476000043508,2.33897000017299,null,1.00666753246753,32.778
75,2019-01-18,7.16950000009442,2.02913000041903,6',2.56062987012987,31.8069
76,2019-01-18,7.16950000009442,2.02913000041903,3',2.56062987012987,31.8069
77,2019-01-18,7.16950000009442,2.02913000041903,3',2.56062987012987,31.8069
78,2019-01-18,6.50857999960254,2.16973000036931,null,2.56062987012987,31.8069
79,2019-01-18,7.16950000009442,2.02913000041903,5',2.56062987012987,31.8069
80,2019-01-18,7.16950000009442,2.02913000041903,4',2.56062987012987,31.8069
81,2019-01-24,6.42924000007812,2.35070999997614,null,2.56062987012987,31.8069
82,2019-02-01,6.55046000007136,2.35689000039743,null,4.57385974025974,31.4587
83,2019-02-05,6.54231999990803,2.35598999987382,null,4.57385974025974,31.4587
84,2019-02-05,6.54231999990803,2.35509000024855,null,4.57385974025974,31.4587
85,2019-02-05,6.54231999990803,2.35598999987382,null,4.57385974025974,31.4587
86,2019-02-07,6.50253000018317,2.36146999978806,null,9.12358571428571,31.7238
87,2019-02-09,6.36952999976658,2.33812999992385,20,9.12358571428571,31.7238
88,2019-02-20,7.19578999965497,2.05623999956196,9',7.29612337662338,32.421
89,2019-02-21,7.17856999975306,2.04268999956421,3',7.29612337662338,32.421
90,2019-02-26,7.16950000009442,2.03093999971531,4',15.2207831168831,33.5133
91,2019-02-26,7.16950000009442,2.03093999971531,4',15.2207831168831,33.5133
92,2019-02-28,7.17855999966035,2.03454000001304,6',15.2207831168831,33.5133
93,2019-02-28,7.17855999966035,2.03454000001304,3',15.2207831168831,33.5133
94,2019-02-28,7.17855999966035,2.03454000001304,3',15.2207831168831,33.5133
95,2019-02-28,7.17855999966035,2.03454000001304,3',15.2207831168831,33.5133
96,2019-02-28,7.17855999966035,2.03454000001304,4',15.2207831168831,33.5133
97,2019-02-28,7.17855999966035,2.03454000001304,4',15.2207831168831,33.5133
98,2019-02-28,7.17855999966035,2.03454000001304,3',15.2207831168831,33.5133
99,2019-03-01,9.35300000035687,2.63299000032536,15,15.2207831168831,33.5133
100,2019-03-03,9.32583000023574,2.59931999992119,null,15.2207831168831,33.5133
101,2019-03-03,9.32583000023574,2.59749999968086,null,15.2207831168831,33.5133
102,2019-03-03,9.32583000023574,2.59749999968086,null,15.2207831168831,33.5133
103,2019-03-03,9.32673000012962,2.59841000025019,null,15.2207831168831,33.5133
104,2019-03-14,6.63332999967577,1.71182999977859,null,20.7116363636364,35.0546
105,2019-03-18,9.35028000022965,2.63299000032536,null,21.6696558441558,36.9679
106,2019-03-18,9.3511900000127,2.63299000032536,27,21.6696558441558,36.9679
107,2019-03-19,6.73559999995815,2.1648300004132,6',21.6696558441558,36.9679
108,2019-03-23,7.3666499999459,2.61310000007272,null,21.6696558441558,36.9679
109,2019-03-29,6.63242000009039,1.71092000010755,null,28.8302727272727,39.0731
110,2019-04-22,9.35300000035687,2.631170000085,null,30.7216116883117,43.2655
111,2019-04-30,7.60091999994752,2.59475999972374,null,47.2835207792208,45.3171
112,2019-05-03,6.54321999961108,2.35417999967922,null,47.2835207792208,45.3171
113,2019-05-03,6.54321999961108,2.35417999967922,null,47.2835207792208,45.3171
114,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
115,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
116,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
117,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
118,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
119,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
120,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
121,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
122,2019-05-10,6.36969000020195,2.4782699995666,null,45.9982597402598,47.2587
123,2019-05-10,6.36969000020195,2.4782699995666,null,45.9982597402598,47.2587
124,2019-05-10,6.36878000007405,2.47647000031604,null,45.9982597402598,47.2587
125,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
126,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
127,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
128,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
129,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
130,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
131,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
132,2019-05-10,6.36878000007405,2.4782699995666,null,45.9982597402598,47.2587
133,2019-05-10,6.36969000020195,2.4782699995666,null,45.9982597402598,47.2587
134,2019-05-10,6.37059999960923,2.48370000015045,null,45.9982597402598,47.2587
135,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
136,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
137,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
138,2019-05-10,6.37150000020241,2.4855000002993,null,45.9982597402598,47.2587
139,2019-05-10,6.36969000020195,2.48098000028481,80,45.9982597402598,47.2587
140,2019-05-10,6.36969000020195,2.4782699995666,null,45.9982597402598,47.2587
141,2019-05-10,6.36878000007405,2.48099000033053,null,45.9982597402598,47.2587
142,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
143,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
144,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
145,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
146,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
147,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
148,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
149,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
150,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
151,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
152,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
153,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
154,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
155,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
156,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
157,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
158,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
159,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
160,2019-05-10,6.37150000020241,2.47918000013593,null,45.9982597402598,47.2587
161,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
162,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
163,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
164,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
165,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
166,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
167,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
168,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
169,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
170,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
171,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
172,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
173,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
174,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
175,2019-05-10,6.36969000020195,2.48098000028481,null,45.9982597402598,47.2587
176,2019-05-14,6.54141000027535,2.35598999987382,null,45.9982597402598,47.2587
177,2019-05-14,6.54231999990803,2.35598999987382,null,45.9982597402598,47.2587
178,2019-05-28,6.38849999971587,2.31821000043231,15,62.1443662337662,50.7229
179,2019-05-30,6.40375000015474,2.23047999977917,10,62.1443662337662,50.7229
180,2019-06-07,6.41746999983021,2.33897000017299,null,60.893738961039,51.9983
181,2019-06-07,6.41476000043508,2.33897000017299,null,60.893738961039,51.9983
182,2019-06-13,6.36424000025914,2.45658000006344,null,60.893738961039,51.9983
183,2019-06-13,6.36424000025914,2.45658000006344,null,60.893738961039,51.9983
184,2019-06-13,6.36424000025914,2.45839000025804,null,60.893738961039,51.9983
185,2019-06-13,6.36424000025914,2.4601900004069,null,60.893738961039,51.9983
186,2019-06-13,6.36424000025914,2.45928999988332,null,60.893738961039,51.9983
187,2019-06-13,6.36515000039801,2.46380999989781,null,60.893738961039,51.9983
188,2019-06-13,6.36424000025914,2.45839000025804,null,60.893738961039,51.9983
189,2019-06-13,6.36424000025914,2.45839000025804,null,60.893738961039,51.9983
190,2019-06-13,6.36424000025914,2.45839000025804,null,60.893738961039,51.9983
191,2019-06-13,6.36424000025914,2.45839000025804,null,60.893738961039,51.9983
192,2019-06-13,6.36424000025914,2.45839000025804,null,60.893738961039,51.9983
193,2019-06-13,6.36424000025914,2.4601900004069,null,60.893738961039,51.9983
194,2019-06-18,6.41114000025247,2.34350000023324,null,58.1032883116883,53.0247
195,2019-06-18,6.41656999981139,2.33986999979827,null,58.1032883116883,53.0247
