date,adm2_id,ADM2_PCODE,n_pixels,vim,vim_avg,viq
#date,#adm2+id,#adm2+code,#indicator+n_pixels+num,#indicator+vim+num,#indicator+vim_avg+num,#indicator+viq+pct
2004-12-11,5902,BJ0605,15.0,0.6566,0.6491,101.0632
2004-12-21,5902,BJ0605,15.0,0.6265,0.6107,102.3797
2005-01-01,5902,BJ0605,15.0,0.5857,0.5684,102.7973
2005-01-11,5902,BJ0605,15.0,0.5466,0.5338,102.1892
2005-01-21,5902,BJ0605,15.0,0.5143,0.511,100.5815
2005-02-01,5902,BJ0605,15.0,0.4906,0.4973,98.7826
2005-02-11,5902,BJ0605,15.0,0.4804,0.4943,97.4553
2005-02-21,5902,BJ0605,15.0,0.4832,0.5001,96.9366
2005-03-01,5902,BJ0605,15.0,0.4977,0.5139,97.1245
2005-03-11,5902,BJ0605,15.0,0.5243,0.5364,97.9305
2005-03-21,5902,BJ0605,15.0,0.5599,0.5666,98.9037
2005-04-01,5902,BJ0605,15.0,0.5979,0.601,99.5273
2005-04-11,5902,BJ0605,15.0,0.6341,0.635,99.8654
2005-04-21,5902,BJ0605,15.0,0.6679,0.6677,100.0165
2005-05-01,5902,BJ0605,15.0,0.6966,0.6973,99.9147
2005-05-11,5902,BJ0605,15.0,0.7194,0.7216,99.7101
2005-05-21,5902,BJ0605,15.0,0.7369,0.7403,99.5596
2005-06-01,5902,BJ0605,15.0,0.7476,0.7523,99.4188
2005-06-11,5902,BJ0605,15.0,0.7517,0.7582,99.1896
2005-06-21,5902,BJ0605,15.0,0.7514,0.7602,98.9146
2005-07-01,5902,BJ0605,15.0,0.7499,0.7598,98.7701
2005-07-11,5902,BJ0605,15.0,0.7488,0.7582,98.8434
2005-07-21,5902,BJ0605,15.0,0.748,0.7566,98.9365
2005-08-01,5902,BJ0605,15.0,0.7464,0.7561,98.7858
2005-08-11,5902,BJ0605,15.0,0.7444,0.7572,98.4037
2005-08-21,5902,BJ0605,15.0,0.7433,0.7596,97.9886
2005-09-01,5902,BJ0605,15.0,0.7448,0.7624,97.8378
2005-09-11,5902,BJ0605,15.0,0.7488,0.7648,98.0357
2005-09-21,5902,BJ0605,15.0,0.7545,0.7666,98.5151
2005-10-01,5902,BJ0605,15.0,0.7594,0.7674,99.0224
2005-10-11,5902,BJ0605,15.0,0.7616,0.766,99.4559
2005-10-21,5902,BJ0605,15.0,0.7593,0.7609,99.8041
2005-11-01,5902,BJ0605,15.0,0.7506,0.7505,100.0166
2005-11-11,5902,BJ0605,15.0,0.7347,0.7344,100.0333
2005-11-21,5902,BJ0605,15.0,0.7129,0.712,100.1159
2005-12-01,5902,BJ0605,15.0,0.6873,0.6833,100.5477
2005-12-11,5902,BJ0605,15.0,0.6589,0.6491,101.3941
2005-12-21,5902,BJ0605,15.0,0.6264,0.6107,102.3646
2006-01-01,5902,BJ0605,15.0,0.5907,0.5684,103.6091
2006-01-11,5902,BJ0605,15.0,0.5629,0.5338,104.9847
2006-01-21,5902,BJ0605,15.0,0.5459,0.511,106.2153
2006-02-01,5902,BJ0605,15.0,0.5354,0.4973,106.9598
2006-02-11,5902,BJ0605,15.0,0.5321,0.4943,106.9479
2006-02-21,5902,BJ0605,15.0,0.5347,0.5001,106.3025
2006-03-01,5902,BJ0605,15.0,0.5432,0.5139,105.2033
2006-03-11,5902,BJ0605,15.0,0.5586,0.5364,103.7785
2006-03-21,5902,BJ0605,15.0,0.5793,0.5666,102.0552
2006-04-01,5902,BJ0605,15.0,0.6034,0.601,100.3753
2006-04-11,5902,BJ0605,15.0,0.6298,0.635,99.2445
2006-04-21,5902,BJ0605,15.0,0.6591,0.6677,98.7961
2006-05-01,5902,BJ0605,15.0,0.6896,0.6973,98.9744
2006-05-11,5902,BJ0605,15.0,0.7185,0.7216,99.5995
2006-05-21,5902,BJ0605,15.0,0.7424,0.7403,100.2673
2006-06-01,5902,BJ0605,15.0,0.7561,0.7523,100.4766
2006-06-11,5902,BJ0605,15.0,0.7612,0.7582,100.3675
2006-06-21,5902,BJ0605,15.0,0.7609,0.7602,100.0797
2006-07-01,5902,BJ0605,15.0,0.7576,0.7598,99.7284
2006-07-11,5902,BJ0605,15.0,0.7538,0.7582,99.4571
2006-07-21,5902,BJ0605,15.0,0.7512,0.7566,99.3266
2006-08-01,5902,BJ0605,15.0,0.7511,0.7561,99.3763
2006-08-11,5902,BJ0605,15.0,0.7537,0.7572,99.5607
2006-08-21,5902,BJ0605,15.0,0.7592,0.7596,99.9533
2006-09-01,5902,BJ0605,15.0,0.7668,0.7624,100.541
2006-09-11,5902,BJ0605,15.0,0.774,0.7648,101.1343
2006-09-21,5902,BJ0605,15.0,0.7794,0.7666,101.5661
2006-10-01,5902,BJ0605,15.0,0.7818,0.7674,101.7604
2006-10-11,5902,BJ0605,15.0,0.7794,0.766,101.6355
2006-10-21,5902,BJ0605,15.0,0.7706,0.7609,101.1893
2006-11-01,5902,BJ0605,15.0,0.7541,0.7505,100.4463
2006-11-11,5902,BJ0605,15.0,0.7308,0.7344,99.5327
2006-11-21,5902,BJ0605,15.0,0.7003,0.712,98.4659
2006-12-01,5902,BJ0605,15.0,0.6624,0.6833,97.1574
2006-12-11,5902,BJ0605,15.0,0.6186,0.6491,95.6345
2006-12-21,5902,BJ0605,15.0,0.5721,0.6107,94.1504
2007-01-01,5902,BJ0605,15.0,0.5236,0.5684,92.7648
2007-01-11,5902,BJ0605,15.0,0.487,0.5338,91.9802
2007-01-21,5902,BJ0605,15.0,0.4675,0.511,92.2479
2007-02-01,5902,BJ0605,15.0,0.4583,0.4973,92.8807
2007-02-11,5902,BJ0605,15.0,0.4557,0.4943,92.916
2007-02-21,5902,BJ0605,15.0,0.4585,0.5001,92.4342
2007-03-01,5902,BJ0605,15.0,0.4685,0.5139,91.9472
2007-03-11,5902,BJ0605,15.0,0.4889,0.5364,91.8903
2007-03-21,5902,BJ0605,15.0,0.5207,0.5666,92.5468
2007-04-01,5902,BJ0605,15.0,0.5612,0.601,93.8786
2007-04-11,5902,BJ0605,15.0,0.6045,0.635,95.5413
2007-04-21,5902,BJ0605,15.0,0.6495,0.6677,97.4595
2007-05-01,5902,BJ0605,15.0,0.6928,0.6973,99.4053
2007-05-11,5902,BJ0605,15.0,0.7304,0.7216,101.1461
2007-05-21,5902,BJ0605,15.0,0.76,0.7403,102.4858
2007-06-01,5902,BJ0605,15.0,0.7775,0.7523,103.1365
2007-06-11,5902,BJ0605,15.0,0.7839,0.7582,103.1778
2007-06-21,5902,BJ0605,15.0,0.7836,0.7602,102.8872
2007-07-01,5902,BJ0605,15.0,0.7798,0.7598,102.4623
2007-07-11,5902,BJ0605,15.0,0.7753,0.7582,102.1191
2007-07-21,5902,BJ0605,15.0,0.7721,0.7566,101.9186
2007-08-01,5902,BJ0605,15.0,0.7711,0.7561,101.8506
2007-08-11,5902,BJ0605,15.0,0.772,0.7572,101.8277
2007-08-21,5902,BJ0605,15.0,0.7735,0.7596,101.7097
2007-09-01,5902,BJ0605,15.0,0.7739,0.7624,101.4207
2007-09-11,5902,BJ0605,15.0,0.7737,0.7648,101.0934
2007-09-21,5902,BJ0605,15.0,0.7725,0.7666,100.7293
2007-10-01,5902,BJ0605,15.0,0.77,0.7674,100.3176
2007-10-11,5902,BJ0605,15.0,0.7658,0.766,99.9665
2007-10-21,5902,BJ0605,15.0,0.759,0.7609,99.7589
2007-11-01,5902,BJ0605,15.0,0.7491,0.7505,99.8176
2007-11-11,5902,BJ0605,15.0,0.7363,0.7344,100.239
2007-11-21,5902,BJ0605,15.0,0.7196,0.712,100.9943
2007-12-01,5902,BJ0605,15.0,0.6976,0.6833,101.9533
2007-12-11,5902,BJ0605,15.0,0.6697,0.6491,102.937
2007-12-21,5902,BJ0605,15.0,0.636,0.6107,103.8286
2008-01-01,5902,BJ0605,15.0,0.5964,0.5684,104.5373
2008-01-11,5902,BJ0605,15.0,0.5608,0.5338,104.6295
2008-01-21,5902,BJ0605,15.0,0.5339,0.511,104.074
2008-02-01,5902,BJ0605,15.0,0.513,0.4973,102.8755
2008-02-11,5902,BJ0605,15.0,0.5017,0.4943,101.3552
2008-02-21,5902,BJ0605,15.0,0.5,0.5001,99.987
2008-03-01,5902,BJ0605,15.0,0.5087,0.5139,99.0872
2008-03-11,5902,BJ0605,15.0,0.5265,0.5364,98.3022
2008-03-21,5902,BJ0605,15.0,0.5486,0.5666,97.068
2008-04-01,5902,BJ0605,15.0,0.5715,0.601,95.4721
2008-04-11,5902,BJ0605,15.0,0.5964,0.635,94.3608
2008-04-21,5902,BJ0605,15.0,0.6248,0.6677,94.0098
2008-05-01,5902,BJ0605,15.0,0.6553,0.6973,94.3782
2008-05-11,5902,BJ0605,15.0,0.6853,0.7216,95.2976
2008-05-21,5902,BJ0605,15.0,0.7129,0.7403,96.5288
2008-06-01,5902,BJ0605,15.0,0.7354,0.7523,97.8998
2008-06-11,5902,BJ0605,15.0,0.7516,0.7582,99.1788
2008-06-21,5902,BJ0605,15.0,0.7617,0.7602,100.1875
2008-07-01,5902,BJ0605,15.0,0.7656,0.7598,100.7163
2008-07-11,5902,BJ0605,15.0,0.7653,0.7582,100.8842
2008-07-21,5902,BJ0605,15.0,0.7637,0.7566,100.8772
2008-08-01,5902,BJ0605,15.0,0.7622,0.7561,100.7549
2008-08-11,5902,BJ0605,15.0,0.761,0.7572,100.4675
2008-08-21,5902,BJ0605,15.0,0.7596,0.7596,99.997
2008-09-01,5902,BJ0605,15.0,0.7577,0.7624,99.4266
2008-09-11,5902,BJ0605,15.0,0.7555,0.7648,98.8621
2008-09-21,5902,BJ0605,15.0,0.7534,0.7666,98.3878
2008-10-01,5902,BJ0605,15.0,0.7508,0.7674,97.9792
2008-10-11,5902,BJ0605,15.0,0.7462,0.766,97.5622
2008-10-21,5902,BJ0605,15.0,0.7372,0.7609,97.0739
2008-11-01,5902,BJ0605,15.0,0.7237,0.7505,96.6521
2008-11-11,5902,BJ0605,15.0,0.7067,0.7344,96.4622
2008-11-21,5902,BJ0605,15.0,0.6852,0.712,96.4791
2008-12-01,5902,BJ0605,15.0,0.658,0.6833,96.5537
2008-12-11,5902,BJ0605,15.0,0.626,0.6491,96.6901
2008-12-21,5902,BJ0605,15.0,0.5909,0.6107,96.9978
2009-01-01,5902,BJ0605,15.0,0.5542,0.5684,97.7045
2009-01-11,5902,BJ0605,15.0,0.5248,0.5338,98.4516
2009-01-21,5902,BJ0605,15.0,0.5022,0.511,98.4247
2009-02-01,5902,BJ0605,15.0,0.4866,0.4973,98.0432
2009-02-11,5902,BJ0605,15.0,0.4804,0.4943,97.4492
2009-02-21,5902,BJ0605,15.0,0.4821,0.5001,96.7354
2009-03-01,5902,BJ0605,15.0,0.4913,0.5139,95.9943
2009-03-11,5902,BJ0605,15.0,0.5087,0.5364,95.2702
2009-03-21,5902,BJ0605,15.0,0.5339,0.5666,94.6874
2009-04-01,5902,BJ0605,15.0,0.5646,0.601,94.4142
2009-04-11,5902,BJ0605,15.0,0.5986,0.635,94.6868
2009-04-21,5902,BJ0605,15.0,0.635,0.6677,95.4374
2009-05-01,5902,BJ0605,15.0,0.6707,0.6973,96.4434
2009-05-11,5902,BJ0605,15.0,0.703,0.7216,97.5881
2009-05-21,5902,BJ0605,15.0,0.7309,0.7403,98.808
2009-06-01,5902,BJ0605,15.0,0.7492,0.7523,99.6099
2009-06-11,5902,BJ0605,15.0,0.7555,0.7582,99.6655
2009-06-21,5902,BJ0605,15.0,0.7546,0.7602,99.3087
2009-07-01,5902,BJ0605,15.0,0.7513,0.7598,98.9537
2009-07-11,5902,BJ0605,15.0,0.7498,0.7582,98.9613
2009-07-21,5902,BJ0605,15.0,0.751,0.7566,99.306
2009-08-01,5902,BJ0605,15.0,0.7542,0.7561,99.7551
2009-08-11,5902,BJ0605,15.0,0.7581,0.7572,100.1041
2009-08-21,5902,BJ0605,15.0,0.7622,0.7596,100.3181
2009-09-01,5902,BJ0605,15.0,0.7656,0.7624,100.3908
2009-09-11,5902,BJ0605,15.0,0.7673,0.7648,100.3145
2009-09-21,5902,BJ0605,15.0,0.7677,0.7666,100.1374
2009-10-01,5902,BJ0605,15.0,0.7664,0.7674,99.8788
2009-10-11,5902,BJ0605,15.0,0.7631,0.766,99.6405
2009-10-21,5902,BJ0605,15.0,0.7564,0.7609,99.4407
2009-11-01,5902,BJ0605,15.0,0.7436,0.7505,99.1405
2009-11-11,5902,BJ0605,15.0,0.725,0.7344,98.7976
2009-11-21,5902,BJ0605,15.0,0.7017,0.712,98.6453
2009-12-01,5902,BJ0605,15.0,0.6746,0.6833,98.8148
2009-12-11,5902,BJ0605,15.0,0.6452,0.6491,99.4383
2009-12-21,5902,BJ0605,15.0,0.615,0.6107,100.6432
2010-01-01,5902,BJ0605,15.0,0.5833,0.5684,102.4146
2010-01-11,5902,BJ0605,15.0,0.5571,0.5338,103.9935
2010-01-21,5902,BJ0605,15.0,0.5398,0.511,105.134
2010-02-01,5902,BJ0605,15.0,0.5316,0.4973,106.2643
2010-02-11,5902,BJ0605,15.0,0.5341,0.4943,107.3068
2010-02-21,5902,BJ0605,15.0,0.5441,0.5001,108.0065
2010-03-01,5902,BJ0605,15.0,0.5599,0.5139,108.1638
2010-03-11,5902,BJ0605,15.0,0.5802,0.5364,107.4631
2010-03-21,5902,BJ0605,15.0,0.603,0.5666,105.8997
2010-04-01,5902,BJ0605,15.0,0.6272,0.601,104.026
2010-04-11,5902,BJ0605,15.0,0.6518,0.635,102.4552
2010-04-21,5902,BJ0605,15.0,0.6774,0.6677,101.3401
2010-05-01,5902,BJ0605,15.0,0.7009,0.6973,100.4911
2010-05-11,5902,BJ0605,15.0,0.7199,0.7216,99.7827
2010-05-21,5902,BJ0605,15.0,0.734,0.7403,99.1961
2010-06-01,5902,BJ0605,15.0,0.7419,0.7523,98.7
2010-06-11,5902,BJ0605,15.0,0.745,0.7582,98.363
2010-06-21,5902,BJ0605,15.0,0.7454,0.7602,98.1683
2010-07-01,5902,BJ0605,15.0,0.7449,0.7598,98.156
2010-07-11,5902,BJ0605,15.0,0.7447,0.7582,98.3336
2010-07-21,5902,BJ0605,15.0,0.7455,0.7566,98.6233
2010-08-01,5902,BJ0605,15.0,0.747,0.7561,98.8694
2010-08-11,5902,BJ0605,15.0,0.7487,0.7572,98.9471
2010-08-21,5902,BJ0605,15.0,0.7506,0.7596,98.8911
2010-09-01,5902,BJ0605,15.0,0.7536,0.7624,98.9211
2010-09-11,5902,BJ0605,15.0,0.7581,0.7648,99.1853
2010-09-21,5902,BJ0605,15.0,0.7641,0.7666,99.6989
2010-10-01,5902,BJ0605,15.0,0.7706,0.7674,100.3902
2010-10-11,5902,BJ0605,15.0,0.7758,0.766,101.1968
2010-10-21,5902,BJ0605,15.0,0.778,0.7609,102.1035
2010-11-01,5902,BJ0605,15.0,0.7748,0.7505,103.0305
2010-11-11,5902,BJ0605,15.0,0.7653,0.7344,103.9273
2010-11-21,5902,BJ0605,15.0,0.7488,0.712,104.8305
2010-12-01,5902,BJ0605,15.0,0.7245,0.6833,105.6191
2010-12-11,5902,BJ0605,15.0,0.6917,0.6491,106.0866
2010-12-21,5902,BJ0605,15.0,0.6506,0.6107,106.0413
2011-01-01,5902,BJ0605,15.0,0.6049,0.5684,105.9086
2011-01-11,5902,BJ0605,15.0,0.5714,0.5338,106.4326
2011-01-21,5902,BJ0605,15.0,0.5576,0.511,108.308
2011-02-01,5902,BJ0605,15.0,0.558,0.4973,111.0941
2011-02-11,5902,BJ0605,15.0,0.5684,0.4943,113.6184
2011-02-21,5902,BJ0605,15.0,0.5818,0.5001,114.8601
2011-03-01,5902,BJ0605,15.0,0.597,0.5139,114.7363
2011-03-11,5902,BJ0605,15.0,0.6131,0.5364,113.0826
2011-03-21,5902,BJ0605,15.0,0.629,0.5666,110.1084
2011-04-01,5902,BJ0605,15.0,0.6461,0.601,106.9323
2011-04-11,5902,BJ0605,15.0,0.6652,0.635,104.4085
2011-04-21,5902,BJ0605,15.0,0.687,0.6677,102.686
2011-05-01,5902,BJ0605,15.0,0.7106,0.6973,101.7829
2011-05-11,5902,BJ0605,15.0,0.7324,0.7216,101.4036
2011-05-21,5902,BJ0605,15.0,0.7508,0.7403,101.3302
2011-06-01,5902,BJ0605,15.0,0.7633,0.7523,101.3699
2011-06-11,5902,BJ0605,15.0,0.7702,0.7582,101.4786
2011-06-21,5902,BJ0605,15.0,0.7729,0.7602,101.569
2011-07-01,5902,BJ0605,15.0,0.7716,0.7598,101.4555
2011-07-11,5902,BJ0605,15.0,0.7676,0.7582,101.1622
2011-07-21,5902,BJ0605,15.0,0.7641,0.7566,100.9342
2011-08-01,5902,BJ0605,15.0,0.7636,0.7561,100.9294
2011-08-11,5902,BJ0605,15.0,0.7662,0.7572,101.1083
2011-08-21,5902,BJ0605,15.0,0.7698,0.7596,101.256
2011-09-01,5902,BJ0605,15.0,0.772,0.7624,101.1868
2011-09-11,5902,BJ0605,15.0,0.7729,0.7648,100.9985
2011-09-21,5902,BJ0605,15.0,0.7732,0.7666,100.815
2011-10-01,5902,BJ0605,15.0,0.7727,0.7674,100.6536
2011-10-11,5902,BJ0605,15.0,0.7706,0.766,100.5523
2011-10-21,5902,BJ0605,15.0,0.7655,0.7609,100.5579
2011-11-01,5902,BJ0605,15.0,0.7556,0.7505,100.6404
2011-11-11,5902,BJ0605,15.0,0.74,0.7344,100.7047
2011-11-21,5902,BJ0605,15.0,0.7167,0.712,100.6172
2011-12-01,5902,BJ0605,15.0,0.6849,0.6833,100.2195
2011-12-11,5902,BJ0605,15.0,0.644,0.6491,99.2705
2011-12-21,5902,BJ0605,15.0,0.5974,0.6107,97.9846
2012-01-01,5902,BJ0605,15.0,0.5475,0.5684,96.6297
2012-01-11,5902,BJ0605,15.0,0.5089,0.5338,95.7315
2012-01-21,5902,BJ0605,15.0,0.4863,0.511,95.587
2012-02-01,5902,BJ0605,15.0,0.4775,0.4973,96.3853
2012-02-11,5902,BJ0605,15.0,0.4845,0.4943,98.1963
2012-02-21,5902,BJ0605,15.0,0.5023,0.5001,100.3967
2012-03-01,5902,BJ0605,15.0,0.5271,0.5139,102.3409
2012-03-11,5902,BJ0605,15.0,0.5566,0.5364,103.442
2012-03-21,5902,BJ0605,15.0,0.5902,0.5666,103.8174
2012-04-01,5902,BJ0605,15.0,0.6237,0.601,103.4904
2012-04-11,5902,BJ0605,15.0,0.6528,0.635,102.5954
2012-04-21,5902,BJ0605,15.0,0.6762,0.6677,101.1729
2012-05-01,5902,BJ0605,15.0,0.6936,0.6973,99.5133
2012-05-11,5902,BJ0605,15.0,0.7059,0.7216,97.9709
2012-05-21,5902,BJ0605,15.0,0.7154,0.7403,96.8435
2012-06-01,5902,BJ0605,15.0,0.7235,0.7523,96.4091
2012-06-11,5902,BJ0605,15.0,0.7311,0.7582,96.6457
2012-06-21,5902,BJ0605,15.0,0.7389,0.7602,97.3628
2012-07-01,5902,BJ0605,15.0,0.7451,0.7598,98.1774
2012-07-11,5902,BJ0605,15.0,0.7494,0.7582,98.9151
2012-07-21,5902,BJ0605,15.0,0.753,0.7566,99.5605
2012-08-01,5902,BJ0605,15.0,0.7573,0.7561,100.1396
2012-08-11,5902,BJ0605,15.0,0.7626,0.7572,100.6624
2012-08-21,5902,BJ0605,15.0,0.7687,0.7596,101.121
2012-09-01,5902,BJ0605,15.0,0.773,0.7624,101.3132
2012-09-11,5902,BJ0605,15.0,0.7748,0.7648,101.2317
2012-09-21,5902,BJ0605,15.0,0.7757,0.7666,101.1187
2012-10-01,5902,BJ0605,15.0,0.7765,0.7674,101.1185
2012-10-11,5902,BJ0605,15.0,0.7767,0.766,101.3038
2012-10-21,5902,BJ0605,15.0,0.775,0.7609,101.7393
2012-11-01,5902,BJ0605,15.0,0.7692,0.7505,102.3368
2012-11-11,5902,BJ0605,15.0,0.7578,0.7344,102.973
2012-11-21,5902,BJ0605,15.0,0.7393,0.712,103.5838
2012-12-01,5902,BJ0605,15.0,0.7133,0.6833,104.0971
2012-12-11,5902,BJ0605,15.0,0.6797,0.6491,104.3788
2012-12-21,5902,BJ0605,15.0,0.6377,0.6107,104.0808
2013-01-01,5902,BJ0605,15.0,0.5867,0.5684,102.9601
2013-01-11,5902,BJ0605,15.0,0.5419,0.5338,101.3955
2013-01-21,5902,BJ0605,15.0,0.5106,0.511,99.9291
2013-02-01,5902,BJ0605,15.0,0.4949,0.4973,99.5609
2013-02-11,5902,BJ0605,15.0,0.4962,0.4943,100.3533
2013-02-21,5902,BJ0605,15.0,0.5084,0.5001,101.5202
2013-03-01,5902,BJ0605,15.0,0.5281,0.5139,102.5324
2013-03-11,5902,BJ0605,15.0,0.5552,0.5364,103.1998
2013-03-21,5902,BJ0605,15.0,0.5872,0.5666,103.3255
2013-04-01,5902,BJ0605,15.0,0.6206,0.601,103.0143
2013-04-11,5902,BJ0605,15.0,0.6512,0.635,102.3677
2013-04-21,5902,BJ0605,15.0,0.6784,0.6677,101.4869
2013-05-01,5902,BJ0605,15.0,0.701,0.6973,100.4973
2013-05-11,5902,BJ0605,15.0,0.7186,0.7216,99.609
2013-05-21,5902,BJ0605,15.0,0.7321,0.7403,98.959
2013-06-01,5902,BJ0605,15.0,0.742,0.7523,98.7125
2013-06-11,5902,BJ0605,15.0,0.749,0.7582,98.8637
2013-06-21,5902,BJ0605,15.0,0.7536,0.7602,99.1861
2013-07-01,5902,BJ0605,15.0,0.7551,0.7598,99.4238
2013-07-11,5902,BJ0605,15.0,0.754,0.7582,99.4827
