date,adm2_id,ADM2_PCODE,n_pixels,vim,vim_avg,viq
#date,#adm2+id,#adm2+code,#indicator+n_pixels+num,#indicator+vim+num,#indicator+vim_avg+num,#indicator+viq+pct
2010-08-21,5893,BJ0502,56.0,0.7529,0.7556,99.6696
2010-09-01,5893,BJ0502,56.0,0.7583,0.7584,99.9896
2010-09-11,5893,BJ0502,56.0,0.7618,0.7593,100.314
2010-09-21,5893,BJ0502,56.0,0.7621,0.7568,100.6557
2010-10-01,5893,BJ0502,56.0,0.7578,0.7494,101.0543
2010-10-11,5893,BJ0502,56.0,0.7483,0.7352,101.6755
2010-10-21,5893,BJ0502,56.0,0.7324,0.7112,102.785
2010-11-01,5893,BJ0502,56.0,0.7091,0.6773,104.3758
2010-11-11,5893,BJ0502,56.0,0.6793,0.6365,106.2369
2010-11-21,5893,BJ0502,56.0,0.6413,0.5896,108.0749
2010-12-01,5893,BJ0502,56.0,0.594,0.5396,109.2219
2010-12-11,5893,BJ0502,56.0,0.5405,0.4901,109.3445
2010-12-21,5893,BJ0502,56.0,0.4844,0.4431,108.3776
2011-01-01,5893,BJ0502,56.0,0.43,0.4001,106.6533
2011-01-11,5893,BJ0502,56.0,0.395,0.3716,105.5521
2011-01-21,5893,BJ0502,56.0,0.3858,0.3595,106.4259
2011-02-01,5893,BJ0502,56.0,0.3961,0.3588,109.1354
2011-02-11,5893,BJ0502,56.0,0.4227,0.3684,112.9588
2011-02-21,5893,BJ0502,56.0,0.4564,0.3851,116.3767
2011-03-01,5893,BJ0502,56.0,0.4944,0.4085,118.739
2011-03-11,5893,BJ0502,56.0,0.5338,0.4398,119.1937
2011-03-21,5893,BJ0502,56.0,0.5662,0.4772,116.8695
2011-04-01,5893,BJ0502,56.0,0.5887,0.5172,112.6072
2011-04-11,5893,BJ0502,56.0,0.6047,0.5558,108.0804
2011-04-21,5893,BJ0502,56.0,0.62,0.593,104.2052
2011-05-01,5893,BJ0502,56.0,0.6375,0.6276,101.4688
2011-05-11,5893,BJ0502,56.0,0.6581,0.6584,99.9577
2011-05-21,5893,BJ0502,56.0,0.6824,0.6859,99.5238
2011-06-01,5893,BJ0502,56.0,0.706,0.708,99.7298
2011-06-11,5893,BJ0502,56.0,0.725,0.7239,100.1439
2011-06-21,5893,BJ0502,56.0,0.7395,0.7351,100.5493
2011-07-01,5893,BJ0502,56.0,0.7486,0.7433,100.6577
2011-07-11,5893,BJ0502,56.0,0.7528,0.7467,100.7641
2011-07-21,5893,BJ0502,56.0,0.754,0.7488,100.6505
2011-08-01,5893,BJ0502,56.0,0.7553,0.7504,100.6105
2011-08-11,5893,BJ0502,56.0,0.7587,0.7526,100.7655
2011-08-21,5893,BJ0502,56.0,0.7644,0.7556,101.0984
2011-09-01,5893,BJ0502,56.0,0.7699,0.7584,101.4261
2011-09-11,5893,BJ0502,56.0,0.7717,0.7593,101.5318
2011-09-21,5893,BJ0502,56.0,0.7677,0.7568,101.3425
2011-10-01,5893,BJ0502,56.0,0.7574,0.7494,101.0047
2011-10-11,5893,BJ0502,56.0,0.7419,0.7352,100.8549
2011-10-21,5893,BJ0502,56.0,0.7199,0.7112,101.1508
2011-11-01,5893,BJ0502,56.0,0.6912,0.6773,101.9082
2011-11-11,5893,BJ0502,56.0,0.6558,0.6365,102.8096
2011-11-21,5893,BJ0502,56.0,0.6121,0.5896,103.515
2011-12-01,5893,BJ0502,56.0,0.562,0.5396,103.7948
2011-12-11,5893,BJ0502,56.0,0.5086,0.4901,103.4345
2011-12-21,5893,BJ0502,56.0,0.4555,0.4431,102.5206
2012-01-01,5893,BJ0502,56.0,0.4046,0.4001,101.0082
2012-01-11,5893,BJ0502,56.0,0.3699,0.3716,99.5897
2012-01-21,5893,BJ0502,56.0,0.3553,0.3595,98.9818
2012-02-01,5893,BJ0502,56.0,0.3555,0.3588,99.2028
2012-02-11,5893,BJ0502,56.0,0.37,0.3684,100.3786
2012-02-21,5893,BJ0502,56.0,0.3943,0.3851,102.1082
2012-03-01,5893,BJ0502,56.0,0.4249,0.4085,103.5822
2012-03-11,5893,BJ0502,56.0,0.4602,0.4398,104.168
2012-03-21,5893,BJ0502,56.0,0.5,0.4772,104.3271
2012-04-01,5893,BJ0502,56.0,0.5424,0.5172,104.4426
2012-04-11,5893,BJ0502,56.0,0.5825,0.5558,104.4191
2012-04-21,5893,BJ0502,56.0,0.6173,0.593,103.7828
2012-05-01,5893,BJ0502,56.0,0.6454,0.6276,102.6313
2012-05-11,5893,BJ0502,56.0,0.6686,0.6584,101.4335
2012-05-21,5893,BJ0502,56.0,0.689,0.6859,100.4182
2012-06-01,5893,BJ0502,56.0,0.7068,0.708,99.8326
2012-06-11,5893,BJ0502,56.0,0.7216,0.7239,99.7023
2012-06-21,5893,BJ0502,56.0,0.7331,0.7351,99.7355
2012-07-01,5893,BJ0502,56.0,0.7399,0.7433,99.5649
2012-07-11,5893,BJ0502,56.0,0.7431,0.7467,99.5462
2012-07-21,5893,BJ0502,56.0,0.7443,0.7488,99.4413
2012-08-01,5893,BJ0502,56.0,0.7453,0.7504,99.3604
2012-08-11,5893,BJ0502,56.0,0.7472,0.7526,99.3311
2012-08-21,5893,BJ0502,56.0,0.75,0.7556,99.3129
2012-09-01,5893,BJ0502,56.0,0.7524,0.7584,99.2696
2012-09-11,5893,BJ0502,56.0,0.7528,0.7593,99.2024
2012-09-21,5893,BJ0502,56.0,0.7501,0.7568,99.1605
2012-10-01,5893,BJ0502,56.0,0.7437,0.7494,99.2922
2012-10-11,5893,BJ0502,56.0,0.7323,0.7352,99.6409
2012-10-21,5893,BJ0502,56.0,0.7126,0.7112,100.1894
2012-11-01,5893,BJ0502,56.0,0.683,0.6773,100.782
2012-11-11,5893,BJ0502,56.0,0.6443,0.6365,101.1379
2012-11-21,5893,BJ0502,56.0,0.5967,0.5896,101.1121
2012-12-01,5893,BJ0502,56.0,0.544,0.5396,100.741
2012-12-11,5893,BJ0502,56.0,0.4903,0.4901,100.0384
2012-12-21,5893,BJ0502,56.0,0.4384,0.4431,99.0504
2013-01-01,5893,BJ0502,56.0,0.3915,0.4001,98.0919
2013-01-11,5893,BJ0502,56.0,0.3619,0.3716,97.6944
2013-01-21,5893,BJ0502,56.0,0.351,0.3595,97.9447
2013-02-01,5893,BJ0502,56.0,0.3563,0.3588,99.3876
2013-02-11,5893,BJ0502,56.0,0.3751,0.3684,101.6004
2013-02-21,5893,BJ0502,56.0,0.4012,0.3851,103.7096
2013-03-01,5893,BJ0502,56.0,0.4333,0.4085,105.4002
2013-03-11,5893,BJ0502,56.0,0.4709,0.4398,106.3444
2013-03-21,5893,BJ0502,56.0,0.5102,0.4772,106.2479
2013-04-01,5893,BJ0502,56.0,0.5482,0.5172,105.4601
2013-04-11,5893,BJ0502,56.0,0.5823,0.5558,104.3752
2013-04-21,5893,BJ0502,56.0,0.6139,0.593,103.2546
2013-05-01,5893,BJ0502,56.0,0.6421,0.6276,102.1453
2013-05-11,5893,BJ0502,56.0,0.6664,0.6584,101.1318
2013-05-21,5893,BJ0502,56.0,0.6876,0.6859,100.22
2013-06-01,5893,BJ0502,56.0,0.7057,0.708,99.6945
2013-06-11,5893,BJ0502,56.0,0.721,0.7239,99.6211
2013-06-21,5893,BJ0502,56.0,0.7337,0.7351,99.8101
2013-07-01,5893,BJ0502,56.0,0.7422,0.7433,99.8503
2013-07-11,5893,BJ0502,56.0,0.7455,0.7467,99.8432
2013-07-21,5893,BJ0502,56.0,0.7439,0.7488,99.3919
2013-08-01,5893,BJ0502,56.0,0.741,0.7504,98.8319
2013-08-11,5893,BJ0502,56.0,0.7401,0.7526,98.4373
2013-08-21,5893,BJ0502,56.0,0.7414,0.7556,98.2445
2013-09-01,5893,BJ0502,56.0,0.744,0.7584,98.2185
2013-09-11,5893,BJ0502,56.0,0.7455,0.7593,98.2948
2013-09-21,5893,BJ0502,56.0,0.7439,0.7568,98.3897
2013-10-01,5893,BJ0502,56.0,0.7376,0.7494,98.5288
2013-10-11,5893,BJ0502,56.0,0.7252,0.7352,98.7377
2013-10-21,5893,BJ0502,56.0,0.7036,0.7112,99.0058
2013-11-01,5893,BJ0502,56.0,0.6731,0.6773,99.4174
2013-11-11,5893,BJ0502,56.0,0.6355,0.6365,99.8457
2013-11-21,5893,BJ0502,56.0,0.5897,0.5896,100.0175
2013-12-01,5893,BJ0502,56.0,0.5411,0.5396,100.2616
2013-12-11,5893,BJ0502,56.0,0.495,0.4901,100.9123
2013-12-21,5893,BJ0502,56.0,0.4535,0.4431,102.1183
2014-01-01,5893,BJ0502,56.0,0.4168,0.4001,103.72
2014-01-11,5893,BJ0502,56.0,0.3925,0.3716,104.9495
2014-01-21,5893,BJ0502,56.0,0.3811,0.3595,105.2942
2014-02-01,5893,BJ0502,56.0,0.378,0.3588,104.7073
2014-02-11,5893,BJ0502,56.0,0.3838,0.3684,103.6677
2014-02-21,5893,BJ0502,56.0,0.3969,0.3851,102.7214
2014-03-01,5893,BJ0502,56.0,0.4185,0.4085,102.1774
2014-03-11,5893,BJ0502,56.0,0.4506,0.4398,102.1972
2014-03-21,5893,BJ0502,56.0,0.4902,0.4772,102.4572
2014-04-01,5893,BJ0502,56.0,0.5304,0.5172,102.3294
2014-04-11,5893,BJ0502,56.0,0.5641,0.5558,101.3812
2014-04-21,5893,BJ0502,56.0,0.5921,0.593,99.8633
2014-05-01,5893,BJ0502,56.0,0.6179,0.6276,98.5708
2014-05-11,5893,BJ0502,56.0,0.6434,0.6584,97.8784
2014-05-21,5893,BJ0502,56.0,0.669,0.6859,97.6991
2014-06-01,5893,BJ0502,56.0,0.6921,0.708,97.8957
2014-06-11,5893,BJ0502,56.0,0.7106,0.7239,98.2747
2014-06-21,5893,BJ0502,56.0,0.7251,0.7351,98.7254
2014-07-01,5893,BJ0502,56.0,0.7353,0.7433,98.9814
2014-07-11,5893,BJ0502,56.0,0.7423,0.7467,99.4438
2014-07-21,5893,BJ0502,56.0,0.7477,0.7488,99.8681
2014-08-01,5893,BJ0502,56.0,0.7526,0.7504,100.2736
2014-08-11,5893,BJ0502,56.0,0.7579,0.7526,100.6547
2014-08-21,5893,BJ0502,56.0,0.7635,0.7556,100.9803
2014-09-01,5893,BJ0502,56.0,0.7686,0.7584,101.2697
2014-09-11,5893,BJ0502,56.0,0.7717,0.7593,101.5377
2014-09-21,5893,BJ0502,56.0,0.7718,0.7568,101.8584
2014-10-01,5893,BJ0502,56.0,0.7681,0.7494,102.3428
2014-10-11,5893,BJ0502,56.0,0.7593,0.7352,103.0726
2014-10-21,5893,BJ0502,56.0,0.7429,0.7112,104.1715
2014-11-01,5893,BJ0502,56.0,0.7179,0.6773,105.5751
2014-11-11,5893,BJ0502,56.0,0.6846,0.6365,107.0055
2014-11-21,5893,BJ0502,56.0,0.6417,0.5896,108.1338
2014-12-01,5893,BJ0502,56.0,0.5921,0.5396,108.9045
2014-12-11,5893,BJ0502,56.0,0.5396,0.4901,109.1656
2014-12-21,5893,BJ0502,56.0,0.4857,0.4431,108.6398
2015-01-01,5893,BJ0502,56.0,0.4302,0.4001,106.6938
2015-01-11,5893,BJ0502,56.0,0.3879,0.3716,103.8563
2015-01-21,5893,BJ0502,56.0,0.3641,0.3595,101.1432
2015-02-01,5893,BJ0502,56.0,0.3524,0.3588,98.4418
2015-02-11,5893,BJ0502,56.0,0.3526,0.3684,96.2236
2015-02-21,5893,BJ0502,56.0,0.3622,0.3851,94.7326
2015-03-01,5893,BJ0502,56.0,0.381,0.4085,93.9947
2015-03-11,5893,BJ0502,56.0,0.411,0.4398,94.1211
2015-03-21,5893,BJ0502,56.0,0.4497,0.4772,94.7877
2015-04-01,5893,BJ0502,56.0,0.4905,0.5172,95.2881
2015-04-11,5893,BJ0502,56.0,0.5291,0.5558,95.5944
2015-04-21,5893,BJ0502,56.0,0.5676,0.593,96.0518
2015-05-01,5893,BJ0502,56.0,0.6055,0.6276,96.7412
2015-05-11,5893,BJ0502,56.0,0.6412,0.6584,97.5711
2015-05-21,5893,BJ0502,56.0,0.674,0.6859,98.3844
2015-06-01,5893,BJ0502,56.0,0.7002,0.708,98.9734
2015-06-11,5893,BJ0502,56.0,0.7187,0.7239,99.3225
2015-06-21,5893,BJ0502,56.0,0.7309,0.7351,99.4635
2015-07-01,5893,BJ0502,56.0,0.737,0.7433,99.198
2015-07-11,5893,BJ0502,56.0,0.7375,0.7467,98.8397
2015-07-21,5893,BJ0502,56.0,0.7354,0.7488,98.3244
2015-08-01,5893,BJ0502,56.0,0.7342,0.7504,97.9798
2015-08-11,5893,BJ0502,56.0,0.7352,0.7526,97.8339
2015-08-21,5893,BJ0502,56.0,0.7386,0.7556,97.8898
2015-09-01,5893,BJ0502,56.0,0.7437,0.7584,98.192
2015-09-11,5893,BJ0502,56.0,0.749,0.7593,98.7266
2015-09-21,5893,BJ0502,56.0,0.7528,0.7568,99.4996
2015-10-01,5893,BJ0502,56.0,0.7526,0.7494,100.4075
2015-10-11,5893,BJ0502,56.0,0.7448,0.7352,101.2322
2015-10-21,5893,BJ0502,56.0,0.7239,0.7112,101.6725
2015-11-01,5893,BJ0502,56.0,0.6876,0.6773,101.4135
2015-11-11,5893,BJ0502,56.0,0.6403,0.6365,100.55
2015-11-21,5893,BJ0502,56.0,0.5841,0.5896,99.1299
2015-12-01,5893,BJ0502,56.0,0.5225,0.5396,97.096
2015-12-11,5893,BJ0502,56.0,0.4607,0.4901,94.5631
2015-12-21,5893,BJ0502,56.0,0.4021,0.4431,91.6911
2016-01-01,5893,BJ0502,56.0,0.3469,0.4001,88.1955
2016-01-11,5893,BJ0502,56.0,0.3075,0.3716,84.7966
2016-01-21,5893,BJ0502,56.0,0.2865,0.3595,82.1812
2016-02-01,5893,BJ0502,56.0,0.28,0.3588,80.7421
2016-02-11,5893,BJ0502,56.0,0.2902,0.3684,81.3013
2016-02-21,5893,BJ0502,56.0,0.3141,0.3851,83.6748
2016-03-01,5893,BJ0502,56.0,0.3511,0.4085,87.4801
2016-03-11,5893,BJ0502,56.0,0.4019,0.4398,92.2469
2016-03-21,5893,BJ0502,56.0,0.4631,0.4772,97.3221
2016-04-01,5893,BJ0502,56.0,0.5249,0.5172,101.3663
2016-04-11,5893,BJ0502,56.0,0.576,0.5558,103.3387
2016-04-21,5893,BJ0502,56.0,0.6165,0.593,103.6648
2016-05-01,5893,BJ0502,56.0,0.6503,0.6276,103.3561
2016-05-11,5893,BJ0502,56.0,0.6796,0.6584,102.987
2016-05-21,5893,BJ0502,56.0,0.7053,0.6859,102.6336
2016-06-01,5893,BJ0502,56.0,0.7248,0.708,102.2168
2016-06-11,5893,BJ0502,56.0,0.7364,0.7239,101.6179
2016-06-21,5893,BJ0502,56.0,0.7422,0.7351,100.8927
2016-07-01,5893,BJ0502,56.0,0.7447,0.7433,100.1708
2016-07-11,5893,BJ0502,56.0,0.7463,0.7467,99.9391
2016-07-21,5893,BJ0502,56.0,0.7485,0.7488,99.9604
2016-08-01,5893,BJ0502,56.0,0.7523,0.7504,100.2442
2016-08-11,5893,BJ0502,56.0,0.7589,0.7526,100.7839
2016-08-21,5893,BJ0502,56.0,0.7685,0.7556,101.6058
2016-09-01,5893,BJ0502,56.0,0.779,0.7584,102.5585
2016-09-11,5893,BJ0502,56.0,0.7868,0.7593,103.4036
2016-09-21,5893,BJ0502,56.0,0.7891,0.7568,103.9963
2016-10-01,5893,BJ0502,56.0,0.783,0.7494,104.207
2016-10-11,5893,BJ0502,56.0,0.7663,0.7352,103.9703
2016-10-21,5893,BJ0502,56.0,0.7363,0.7112,103.2976
2016-11-01,5893,BJ0502,56.0,0.6965,0.6773,102.6446
2016-11-11,5893,BJ0502,56.0,0.6518,0.6365,102.2319
2016-11-21,5893,BJ0502,56.0,0.603,0.5896,102.0949
2016-12-01,5893,BJ0502,56.0,0.5528,0.5396,102.2323
2016-12-11,5893,BJ0502,56.0,0.5053,0.4901,102.8231
2016-12-21,5893,BJ0502,56.0,0.4639,0.4431,104.2315
2017-01-01,5893,BJ0502,56.0,0.4315,0.4001,106.9878
2017-01-11,5893,BJ0502,56.0,0.4143,0.3716,110.1169
2017-01-21,5893,BJ0502,56.0,0.4091,0.3595,112.1168
2017-02-01,5893,BJ0502,56.0,0.4103,0.3588,112.6019
2017-02-11,5893,BJ0502,56.0,0.4139,0.3684,110.8557
2017-02-21,5893,BJ0502,56.0,0.4196,0.3851,107.9365
2017-03-01,5893,BJ0502,56.0,0.4308,0.4085,104.8534
2017-03-11,5893,BJ0502,56.0,0.4506,0.4398,102.1917
2017-03-21,5893,BJ0502,56.0,0.4802,0.4772,100.5723
2017-04-01,5893,BJ0502,56.0,0.517,0.5172,99.9706
2017-04-11,5893,BJ0502,56.0,0.5546,0.5558,99.8082
2017-04-21,5893,BJ0502,56.0,0.5915,0.593,99.7627
2017-05-01,5893,BJ0502,56.0,0.6276,0.6276,100.0011
2017-05-11,5893,BJ0502,56.0,0.6617,0.6584,100.4653
2017-05-21,5893,BJ0502,56.0,0.693,0.6859,100.9584
2017-06-01,5893,BJ0502,56.0,0.719,0.708,101.4446
2017-06-11,5893,BJ0502,56.0,0.7376,0.7239,101.7642
2017-06-21,5893,BJ0502,56.0,0.7491,0.7351,101.7777
2017-07-01,5893,BJ0502,56.0,0.7553,0.7433,101.5017
2017-07-11,5893,BJ0502,56.0,0.758,0.7467,101.4181
2017-07-21,5893,BJ0502,56.0,0.7589,0.7488,101.2718
2017-08-01,5893,BJ0502,56.0,0.7589,0.7504,101.065
2017-08-11,5893,BJ0502,56.0,0.7593,0.7526,100.8304
2017-08-21,5893,BJ0502,56.0,0.7604,0.7556,100.5964
2017-09-01,5893,BJ0502,56.0,0.7618,0.7584,100.4203
2017-09-11,5893,BJ0502,56.0,0.7617,0.7593,100.2981
2017-09-21,5893,BJ0502,56.0,0.7578,0.7568,100.1137
2017-10-01,5893,BJ0502,56.0,0.7482,0.7494,99.858
2017-10-11,5893,BJ0502,56.0,0.7325,0.7352,99.6677
2017-10-21,5893,BJ0502,56.0,0.709,0.7112,99.7181
2017-11-01,5893,BJ0502,56.0,0.6764,0.6773,99.8785
2017-11-11,5893,BJ0502,56.0,0.6362,0.6365,99.9476
2017-11-21,5893,BJ0502,56.0,0.589,0.5896,99.896
2017-12-01,5893,BJ0502,56.0,0.5368,0.5396,99.5317
2017-12-11,5893,BJ0502,56.0,0.4836,0.4901,98.8064
2017-12-21,5893,BJ0502,56.0,0.4333,0.4431,98.0167
2018-01-01,5893,BJ0502,56.0,0.3895,0.4001,97.6476
2018-01-11,5893,BJ0502,56.0,0.3625,0.3716,97.8392
2018-01-21,5893,BJ0502,56.0,0.3525,0.3595,98.3072
2018-02-01,5893,BJ0502,56.0,0.3541,0.3588,98.8489
2018-02-11,5893,BJ0502,56.0,0.3674,0.3684,99.7504
2018-02-21,5893,BJ0502,56.0,0.3884,0.3851,100.7629
2018-03-01,5893,BJ0502,56.0,0.4166,0.4085,101.7572
2018-03-11,5893,BJ0502,56.0,0.4521,0.4398,102.4957
2018-03-21,5893,BJ0502,56.0,0.4909,0.4772,102.5909
2018-04-01,5893,BJ0502,56.0,0.5306,0.5172,102.3665
2018-04-11,5893,BJ0502,56.0,0.5666,0.5558,101.7872
2018-04-21,5893,BJ0502,56.0,0.5998,0.593,101.0553
2018-05-01,5893,BJ0502,56.0,0.6308,0.6276,100.4805
2018-05-11,5893,BJ0502,56.0,0.6597,0.6584,100.1835
2018-05-21,5893,BJ0502,56.0,0.6862,0.6859,100.0392
2018-06-01,5893,BJ0502,56.0,0.7083,0.708,100.0347
2018-06-11,5893,BJ0502,56.0,0.7251,0.7239,100.1585
2018-06-21,5893,BJ0502,56.0,0.7383,0.7351,100.3976
2018-07-01,5893,BJ0502,56.0,0.748,0.7433,100.5879
2018-07-11,5893,BJ0502,56.0,0.7554,0.7467,101.0833
2018-07-21,5893,BJ0502,56.0,0.7621,0.7488,101.6628
2018-08-01,5893,BJ0502,56.0,0.769,0.7504,102.3229
2018-08-11,5893,BJ0502,56.0,0.7759,0.7526,102.9009
2018-08-21,5893,BJ0502,56.0,0.7835,0.7556,103.4663
2018-09-01,5893,BJ0502,56.0,0.7903,0.7584,103.9513
2018-09-11,5893,BJ0502,56.0,0.7951,0.7593,104.4245
2018-09-21,5893,BJ0502,56.0,0.7978,0.7568,105.0711
2018-10-01,5893,BJ0502,56.0,0.7966,0.7494,105.9065
2018-10-11,5893,BJ0502,56.0,0.7891,0.7352,106.8742
2018-10-21,5893,BJ0502,56.0,0.7707,0.7112,107.8151
2018-11-01,5893,BJ0502,56.0,0.7391,0.6773,108.4935
2018-11-11,5893,BJ0502,56.0,0.6987,0.6365,109.0549
2018-11-21,5893,BJ0502,56.0,0.6505,0.5896,109.5191
2018-12-01,5893,BJ0502,56.0,0.5985,0.5396,109.9897
2018-12-11,5893,BJ0502,56.0,0.5466,0.4901,110.4687
2018-12-21,5893,BJ0502,56.0,0.4961,0.4431,110.7643
2019-01-01,5893,BJ0502,56.0,0.4473,0.4001,110.4864
2019-01-11,5893,BJ0502,56.0,0.4119,0.3716,109.5634
2019-01-21,5893,BJ0502,56.0,0.3933,0.3595,108.272
2019-02-01,5893,BJ0502,56.0,0.3858,0.3588,106.6042
2019-02-11,5893,BJ0502,56.0,0.3892,0.3684,104.9621
2019-02-21,5893,BJ0502,56.0,0.4011,0.3851,103.6879
2019-03-01,5893,BJ0502,56.0,0.4216,0.4085,102.8504
2019-03-11,5893,BJ0502,56.0,0.4521,0.4398,102.4976
2019-03-21,5893,BJ0502,56.0,0.4901,0.4772,102.4331
2019-04-01,5893,BJ0502,56.0,0.5308,0.5172,102.393
2019-04-11,5893,BJ0502,56.0,0.5704,0.5558,102.4148
2019-04-21,5893,BJ0502,56.0,0.61,0.593,102.6411
2019-05-01,5893,BJ0502,56.0,0.6474,0.6276,102.9341
2019-05-11,5893,BJ0502,56.0,0.6806,0.6584,103.1357
2019-05-21,5893,BJ0502,56.0,0.7094,0.6859,103.1929
2019-06-01,5893,BJ0502,56.0,0.7313,0.708,103.0679
2019-06-11,5893,BJ0502,56.0,0.7454,0.7239,102.7727
2019-06-21,5893,BJ0502,56.0,0.7543,0.7351,102.4361
2019-07-01,5893,BJ0502,56.0,0.7599,0.7433,102.0876
2019-07-11,5893,BJ0502,56.0,0.7634,0.7467,102.0939
2019-07-21,5893,BJ0502,56.0,0.7655,0.7488,102.0891
2019-08-01,5893,BJ0502,56.0,0.7668,0.7504,102.048
2019-08-11,5893,BJ0502,56.0,0.7687,0.7526,102.0009
2019-08-21,5893,BJ0502,56.0,0.7726,0.7556,102.1152
2019-09-01,5893,BJ0502,56.0,0.7783,0.7584,102.4684
2019-09-11,5893,BJ0502,56.0,0.7836,0.7593,103.0
2019-09-21,5893,BJ0502,56.0,0.7876,0.7568,103.8129
2019-10-01,5893,BJ0502,56.0,0.7891,0.7494,104.973
2019-10-11,5893,BJ0502,56.0,0.7864,0.7352,106.5205
2019-10-21,5893,BJ0502,56.0,0.7767,0.7112,108.6022
2019-11-01,5893,BJ0502,56.0,0.7581,0.6773,111.1083
2019-11-11,5893,BJ0502,56.0,0.7315,0.6365,113.8402
2019-11-21,5893,BJ0502,56.0,0.6973,0.5896,116.8272
2019-12-01,5893,BJ0502,56.0,0.6565,0.5396,119.8183
2019-12-11,5893,BJ0502,56.0,0.6103,0.4901,122.2591
2019-12-21,5893,BJ0502,56.0,0.5578,0.4431,123.2615
2020-01-01,5893,BJ0502,56.0,0.4957,0.4001,121.2582
2020-01-11,5893,BJ0502,56.0,0.4408,0.3716,116.3953
2020-01-21,5893,BJ0502,56.0,0.4028,0.3595,110.5917
2020-02-01,5893,BJ0502,56.0,0.3787,0.3588,104.8877
2020-02-11,5893,BJ0502,56.0,0.3721,0.3684,100.8792
2020-02-21,5893,BJ0502,56.0,0.3817,0.3851,99.2123
2020-03-01,5893,BJ0502,56.0,0.4067,0.4085,99.6104
2020-03-11,5893,BJ0502,56.0,0.4467,0.4398,101.3951
2020-03-21,5893,BJ0502,56.0,0.4982,0.4772,103.9688
2020-04-01,5893,BJ0502,56.0,0.5511,0.5172,105.9705
2020-04-11,5893,BJ0502,56.0,0.5975,0.5558,106.8965
2020-04-21,5893,BJ0502,56.0,0.6357,0.593,106.6406
2020-05-01,5893,BJ0502,56.0,0.6636,0.6276,105.3261
2020-05-11,5893,BJ0502,56.0,0.684,0.6584,103.6126
2020-05-21,5893,BJ0502,56.0,0.7006,0.6859,101.9988
2020-06-01,5893,BJ0502,56.0,0.7137,0.708,100.7508
2020-06-11,5893,BJ0502,56.0,0.7228,0.7239,99.8518
2020-06-21,5893,BJ0502,56.0,0.7288,0.7351,99.1942
2020-07-01,5893,BJ0502,56.0,0.7323,0.7433,98.6112
2020-07-11,5893,BJ0502,56.0,0.7329,0.7467,98.2597
2020-07-21,5893,BJ0502,56.0,0.7308,0.7488,97.7441
2020-08-01,5893,BJ0502,56.0,0.7292,0.7504,97.3587
2020-08-11,5893,BJ0502,56.0,0.7312,0.7526,97.3295
2020-08-21,5893,BJ0502,56.0,0.7373,0.7556,97.7242
2020-09-01,5893,BJ0502,56.0,0.7458,0.7584,98.4445
2020-09-11,5893,BJ0502,56.0,0.7542,0.7593,99.3659
2020-09-21,5893,BJ0502,56.0,0.76,0.7568,100.3891
2020-10-01,5893,BJ0502,56.0,0.7595,0.7494,101.2665
2020-10-11,5893,BJ0502,56.0,0.7484,0.7352,101.686
2020-10-21,5893,BJ0502,56.0,0.7223,0.7112,101.4602
2020-11-01,5893,BJ0502,56.0,0.6832,0.6773,100.812
2020-11-11,5893,BJ0502,56.0,0.6377,0.6365,100.1659
2020-11-21,5893,BJ0502,56.0,0.5875,0.5896,99.6749
2020-12-01,5893,BJ0502,56.0,0.5369,0.5396,99.5332
2020-12-11,5893,BJ0502,56.0,0.4886,0.4901,99.7342
2020-12-21,5893,BJ0502,56.0,0.4435,0.4431,100.0818
2021-01-01,5893,BJ0502,56.0,0.4011,0.4001,100.2238
2021-01-11,5893,BJ0502,56.0,0.37,0.3716,99.6045
2021-01-21,5893,BJ0502,56.0,0.3501,0.3595,97.7153
2021-02-01,5893,BJ0502,56.0,0.3407,0.3588,95.5886
2021-02-11,5893,BJ0502,56.0,0.3442,0.3684,94.2139
2021-02-21,5893,BJ0502,56.0,0.3586,0.3851,93.8999
2021-03-01,5893,BJ0502,56.0,0.3846,0.4085,94.7756
2021-03-11,5893,BJ0502,56.0,0.4248,0.4398,96.9296
2021-03-21,5893,BJ0502,56.0,0.4753,0.4772,99.6263
2021-04-01,5893,BJ0502,56.0,0.5285,0.5172,101.9922
2021-04-11,5893,BJ0502,56.0,0.578,0.5558,103.6738
2021-04-21,5893,BJ0502,56.0,0.6227,0.593,104.6235
2021-05-01,5893,BJ0502,56.0,0.6597,0.6276,104.7476
2021-05-11,5893,BJ0502,56.0,0.6879,0.6584,104.1596
2021-05-21,5893,BJ0502,56.0,0.7083,0.6859,103.0337
2021-06-01,5893,BJ0502,56.0,0.7208,0.708,101.6851
2021-06-11,5893,BJ0502,56.0,0.7271,0.7239,100.4107
2021-06-21,5893,BJ0502,56.0,0.7298,0.7351,99.315
2021-07-01,5893,BJ0502,56.0,0.7309,0.7433,98.4361
2021-07-11,5893,BJ0502,56.0,0.7328,0.7467,98.2501
2021-07-21,5893,BJ0502,56.0,0.7372,0.7488,98.5513
2021-08-01,5893,BJ0502,56.0,0.7444,0.7504,99.2589
2021-08-11,5893,BJ0502,56.0,0.7537,0.7526,100.14
2021-08-21,5893,BJ0502,56.0,0.7642,0.7556,101.0707
2021-09-01,5893,BJ0502,56.0,0.7732,0.7584,101.8333
2021-09-11,5893,BJ0502,56.0,0.7797,0.7593,102.5205
